17,433,98
26,695,98
26,750,98
10,184,98
15,314,98
20,542,98
28,878,98
26,762,98
8,162,98
14,298,98
19,530,98
26,768,98
7,121,98
13,248,98
18,461,98
25,641,98
11,215,98
15,346,98
19,523,98
26,729,98
9,170,98
14,275,98
18,432,98
26,646,98
7,120,98
12,202,98
17,402,98
23,526,98
9,166,98
15,292,98
21,515,98
26,760,98
9,175,98
14,282,98
18,457,98
25,691,98
7,121,98
13,212,98
18,462,98
26,910,98
7,108,98
14,247,98
18,431,98
26,678,98
9,164,98
14,263,98
21,564,98
26,806,98
8,129,98
13,214,98
17,383,98
26,733,98
9,143,98
14,276,98
20,496,98
26,790,98
10,191,98
15,295,98
20,502,98
26,831,98
9,152,98
15,256,98
19,477,98
28,851,98
6,97,96
12,199,96
18,352,96
26,582,96
26,691,96
7,133,112
11,172,112
18,405,112
24,615,112
26,844,112
8,167,122
12,280,122
18,505,122
26,925,122
25,763,122
8,118,122
13,239,122
17,445,122
26,676,122
10,178,122
15,283,122
19,433,122
26,695,122
27,805,122
7,107,122
13,217,122
17,429,122
24,584,122
26,826,122
9,170,122
14,285,122
20,478,122
27,712,122
26,713,122
6,90,122
13,248,122
17,449,122
25,663,122
26,777,122
9,162,122
14,302,122
20,567,122
26,769,122
9,177,122
14,288,122
18,521,122
26,723,122
10,217,122
14,298,122
21,687,122
26,1026,122
8,163,122
14,274,122
20,574,122
26,865,122
8,139,122
14,235,122
19,446,122
26,709,122
7,138,122
13,258,122
19,500,122
26,777,122
7,117,122
14,222,122
20,519,122
26,735,122
7,134,122
13,243,122
17,382,122
24,601,122
8,144,122
14,278,122
19,495,122
26,781,122
11,215,122
15,370,122
21,637,122
28,967,122
8,158,122
14,276,122
19,523,122
26,790,122
8,156,122
14,281,122
19,491,122
26,821,122
26,834,122
9,148,122
13,233,122
17,372,122
25,532,122
8,176,122
15,319,122
20,560,122
26,865,122
7,121,122
13,240,122
18,387,122
26,618,122
8,146,122
14,320,122
20,578,122
26,828,122
6,79,97
12,192,97
17,348,97
24,520,97
25,672,97
7,109,97
12,216,97
17,338,97
25,511,97
8,174,97
14,246,97
17,363,97
25,607,97
9,137,97
14,260,97
18,389,97
24,546,97
10,220,97
15,343,97
20,559,97
26,868,97
27,936,97
8,168,97
14,365,97
18,461,97
25,625,97
26,784,97
8,173,97
13,247,97
20,503,97
26,713,97
25,622,97
6,86,97
12,168,97
17,439,97
25,660,97
10,185,97
14,279,97
20,572,97
27,921,97
11,214,97
15,326,97
20,515,97
26,761,97
9,145,97
14,216,97
19,452,97
26,702,97
8,135,97
12,217,97
18,411,97
25,634,97
9,146,97
14,264,97
19,502,97
26,778,97
7,132,97
13,236,97
18,422,97
26,742,97
10,198,97
14,286,97
19,492,97
26,792,97
7,114,97
13,223,97
17,365,97
23,481,97
8,155,97
14,278,97
18,462,97
26,759,97
8,154,97
14,256,97
17,446,97
25,658,97
9,164,97
14,276,97
18,438,97
25,618,97
5,71,132
12,195,132
19,424,132
25,560,132
6,104,103
13,223,103
18,394,103
26,575,103
6,67,108
12,125,108
17,284,108
23,456,108
25,723,108
8,181,108
14,265,108
18,450,108
26,716,108
7,104,108
13,195,108
18,384,108
25,544,108
24,541,108
9,193,108
14,318,108
18,507,108
25,729,108
7,137,108
14,267,108
16,405,108
23,527,108
7,169,108
12,339,108
18,611,108
26,933,108
25,917,108
8,135,108
13,240,108
18,471,108
25,650,108
8,139,108
14,239,108
18,439,108
26,639,108
7,157,108
12,237,108
17,437,108
24,608,108
25,702,108
8,182,108
14,259,108
19,454,108
26,710,108
9,166,108
14,234,108
18,411,108
26,626,108
7,122,108
14,272,108
18,426,108
25,667,108
6,98,108
12,187,108
16,346,108
22,491,108
8,147,108
14,267,108
18,449,108
26,709,108
8,136,108
13,252,108
18,464,108
26,729,108
7,116,108
13,213,108
18,356,108
25,523,108
7,111,108
13,221,108
17,408,108
25,610,108
7,144,108
13,256,108
18,428,108
25,668,108
7,94,108
12,191,108
17,287,108
23,419,108
8,157,108
14,288,108
19,496,108
25,627,108
8,171,108
14,338,108
19,584,108
26,799,108
8,120,108
13,197,108
17,381,108
25,547,108
8,138,108
13,225,108
17,336,108
25,546,108
8,163,108
14,300,108
18,522,108
25,676,108
9,189,108
14,285,108
19,482,108
26,756,108
6,81,106
13,214,106
16,309,106
25,506,106
26,575,106
7,101,120
11,177,120
19,514,120
28,848,120
7,67,120
12,180,120
19,543,120
27,828,120
7,99,120
11,188,120
17,413,120
25,659,120
25,667,120
10,157,120
14,262,120
20,529,120
26,691,120
9,156,120
14,257,120
19,509,120
26,730,120
7,140,120
13,264,120
21,630,120
27,1054,120
8,165,120
13,262,120
18,445,120
27,746,120
26,771,120
8,155,120
14,281,120
20,483,120
28,696,120
6,94,120
11,169,120
16,333,120
21,449,120
9,172,120
14,287,120
19,489,120
26,707,120
8,158,120
13,252,120
18,439,120
25,638,120
9,213,120
14,303,120
18,494,120
25,768,120
8,127,120
13,230,120
19,537,120
26,811,120
28,959,120
9,138,120
14,266,120
19,474,120
27,815,120
8,136,120
14,255,120
21,486,120
26,747,120
7,117,120
12,191,120
17,328,120
24,468,120
12,280,120
16,442,120
23,634,120
28,1094,120
9,166,120
14,310,120
18,474,120
27,935,120
7,113,120
13,236,120
18,435,120
25,619,120
9,178,120
14,259,120
18,391,120
26,692,120
8,141,120
15,293,120
21,559,120
27,882,120
8,143,120
15,312,120
19,480,120
26,823,120
9,189,120
14,338,120
19,492,120
26,757,120
8,153,120
14,272,120
19,502,120
26,800,120
9,148,120
15,272,120
20,496,120
27,857,120
11,233,120
15,347,120
21,604,120
27,882,120
9,136,120
15,264,120
19,423,120
27,723,120
6,88,143
12,228,143
17,386,143
25,698,143
26,951,143
7,118,93
12,175,93
16,339,93
25,487,93
9,135,93
13,212,93
17,428,93
25,609,93
10,179,93
14,291,93
19,482,93
27,707,93
25,579,93
8,158,93
15,340,93
20,571,93
26,852,93
8,155,93
14,289,93
18,490,93
26,724,93
8,150,93
14,262,93
18,422,93
25,666,93
8,164,93
13,276,93
18,435,93
25,659,93
7,96,93
12,157,93
16,324,93
24,551,93
11,216,93
15,370,93
21,634,93
27,907,93
10,169,93
14,261,93
19,400,93
26,589,93
8,157,93
14,286,93
21,501,93
29,895,93
29,935,93
6,104,93
11,180,93
17,447,93
25,651,93
8,140,93
13,218,93
18,373,93
25,602,93
26,665,93
7,133,93
13,230,93
17,392,93
24,569,93
7,139,93
12,197,93
19,521,93
26,734,93
9,173,93
15,332,93
18,483,93
25,701,93
9,147,93
15,290,93
18,404,93
26,709,93
8,136,93
15,274,93
20,480,93
26,728,93
11,189,93
15,302,93
20,500,93
28,813,93
9,162,93
15,348,93
19,525,93
26,823,93
11,233,93
15,363,93
18,557,93
26,800,93
7,139,93
13,246,93
19,423,93
25,695,93
8,141,93
12,194,93
18,360,93
25,555,93
9,150,93
15,254,93
20,474,93
26,758,93
6,101,96
11,206,96
16,313,96
23,427,96
25,610,96
7,82,96
12,206,96
18,384,96
25,569,96
26,690,96
7,107,96
14,207,96
19,448,96
27,698,96
25,581,96
8,163,96
14,293,96
20,553,96
26,796,96
25,640,96
9,184,96
14,290,96
18,468,96
25,663,96
8,144,96
13,246,96
18,464,96
26,769,96
7,158,96
13,235,96
17,461,96
24,613,96
9,203,96
14,307,96
19,504,96
26,853,96
9,166,96
14,272,96
17,399,96
25,569,96
10,177,96
15,299,96
20,540,96
26,694,96
8,141,96
14,279,96
19,474,96
26,747,96
9,189,96
14,260,96
18,426,96
26,731,96
8,153,96
13,179,96
17,422,96
24,619,96
9,163,96
13,245,96
19,469,96
25,600,96
9,164,96
15,289,96
18,415,96
26,720,96
7,138,96
12,235,96
16,343,96
24,539,96
8,123,96
13,227,96
17,403,96
24,612,96
9,131,105
14,252,105
19,469,105
28,811,105
25,701,105
7,108,107
11,189,107
18,394,107
26,652,107
26,723,107
7,103,107
14,247,107
18,427,107
25,600,107
8,179,107
14,241,107
18,456,107
26,768,107
8,125,107
13,244,107
16,394,107
21,481,107
6,103,107
13,259,107
18,474,107
25,620,107
7,134,107
13,262,107
20,641,107
26,815,107
6,103,107
11,168,107
17,335,107
23,500,107
8,146,107
14,235,107
18,388,107
25,553,107
9,176,107
15,312,107
20,459,107
26,652,107
9,168,107
14,273,107
20,507,107
26,799,107
10,213,107
15,354,107
20,486,107
25,641,107
8,161,107
13,249,107
17,412,107
24,658,107
8,142,107
13,226,107
18,413,107
27,782,107
10,188,107
15,303,107
21,563,107
27,782,107
26,699,107
8,152,107
14,291,107
19,528,107
26,804,107
8,132,107
14,265,107
18,408,107
25,607,107
9,153,107
14,252,107
18,409,107
25,640,107
9,183,107
13,254,107
18,442,107
25,737,107
8,117,107
13,208,107
17,340,107
25,591,107
9,163,107
14,290,107
17,404,107
25,608,107
8,151,107
12,221,107
18,439,107
24,600,107
7,124,107
13,222,107
17,386,107
25,682,107
9,162,107
14,273,107
19,475,107
25,775,107
9,143,107
13,221,107
18,356,107
25,555,107
8,170,107
14,277,107
17,419,107
25,724,107
7,140,107
13,286,107
17,432,107
25,683,107
7,128,107
12,206,107
17,386,107
23,559,107
8,159,107
14,319,107
20,627,107
26,845,107
27,939,107
8,156,107
14,258,107
18,461,107
25,629,107
9,152,107
14,316,107
19,478,107
26,746,107
10,171,107
15,300,107
21,641,107
27,969,107
9,117,107
14,219,107
19,413,107
25,592,107
7,124,107
13,231,107
18,479,107
25,668,107
8,147,107
13,221,107
17,420,107
25,730,107
8,149,107
14,307,107
18,482,107
26,712,107
8,152,107
14,260,107
18,454,107
26,738,107
8,164,107
13,234,107
18,427,107
25,592,107
8,159,107
13,252,107
18,472,107
25,722,107
10,193,107
15,329,107
20,580,107
27,911,107
8,135,107
14,258,107
19,499,107
25,694,107
7,133,107
13,234,107
18,459,107
25,749,107
7,130,107
12,221,107
20,534,107
26,743,107
8,154,107
14,260,107
19,495,107
26,646,107
8,175,107
14,288,107
19,445,107
26,821,107
9,150,107
15,303,107
20,527,107
26,789,107
27,853,107
9,173,107
15,276,107
20,484,107
27,837,107
9,131,107
14,238,107
19,453,107
26,644,107
9,154,107
15,276,107
19,471,107
27,762,107
7,138,107
15,330,107
20,505,107
27,871,107
7,90,107
13,172,107
18,326,107
26,560,107
7,113,107
13,189,107
18,421,107
25,614,107
9,160,107
13,236,107
18,451,107
26,786,107
9,160,107
14,240,107
17,437,107
25,632,107
10,254,107
15,366,107
20,579,107
28,1129,107
8,155,107
13,221,107
17,389,107
24,534,107
8,170,107
14,302,107
19,607,107
26,1005,107
7,136,107
13,279,107
19,473,107
26,802,107
7,70,107
14,176,107
17,483,107
26,751,107
8,133,107
14,265,107
18,498,107
24,605,107
10,142,107
14,250,107
18,463,107
26,718,107
6,114,107
13,239,107
17,505,107
25,670,107
7,116,107
13,272,107
18,507,107
25,687,107
8,133,107
13,202,107
17,397,107
25,606,107
8,133,107
13,239,107
18,459,107
25,658,107
9,184,107
14,320,107
19,525,107
26,758,107
7,115,107
13,200,107
18,400,107
25,591,107
9,174,107
15,358,107
19,520,107
25,738,107
10,206,107
15,344,107
19,481,107
26,730,107
9,235,107
14,397,107
20,664,107
26,972,107
11,190,107
15,272,107
19,497,107
26,681,107
10,215,107
14,311,107
18,465,107
26,902,107
7,108,107
13,224,107
17,393,107
25,591,107
11,250,107
16,447,107
20,590,107
26,853,107
9,133,107
14,246,107
18,401,107
28,772,107
7,130,107
13,235,107
17,445,107
24,602,107
8,170,107
14,291,107
19,483,107
26,844,107
